Id,Module Name,Key,Server Code,Application,Owner(Team),Managed by Heliopolis?
2890,wombats,wombats,,Terraform Enterprise Bootcamp,Cloud Ninjas,
2891,Vocado Events,vocadoevents,,Vocado Financial Aid,High Roller$,
2892,CISCO ACS,ciscoacs,,CISCO - ACS,Future Bytes,
2893,roadrunners,roadrunners,,Terraform Enterprise Bootcamp,Cloud Ninjas,
2894,Create Kafka Certificate Secret,create_kafka_certificate_secret,,Self Service Automation,Cloud Ninjas,
2896,aws_infosec,aws_infosec,,AWS Infosec,Skynet,
2897,RSA NetWitness Infrastructure,rsa_siem_infrastructure,,RSA NetWitness,Skynet,
2898,api gateway vpc endpoint,mw_api_gw_vpc_endpoint,,Middleware Re-platform Cluster Base,Technology Architecture,
2899,domain name certificate,mw_public_acm_cert,,Middleware Re-platform Cluster Base,Technology Architecture,
2900,internal alb certificate,mw_internal_acm_cert,,Middleware Re-platform Cluster Base,Technology Architecture,
2901,api gateway custom domain name,mw_api_gateway_name,,Middleware Re-platform Cluster Base,Technology Architecture,
2902,mw students service,mw_students_service,,MW Students,Phoenix Wizards,
2903,mw students events,mw_students_events,,MW Students,Phoenix Wizards,
2904,mw students terraform,mw_students_terraform,,MW Students,Phoenix Wizards,
2905,mw fp plctprogramrequirements service,mw_fp_plctprogramrequirements_service,,MW Financialaid,Bank Roller$,
2906,HEAT data,heat_data,,HEAT Data Retention,Data Knights,
2907,RPA - Automation Anywhere 2019 - Bot runner,rpa_aa2019_bot_runner,,RPA - Automation Anywhere Enterprise,OddBots,
2908,ecs cluster,mw_example_ecs_cluster,,Example ECS Infrastructure (Middleware Replatform),Technology Architecture,
2909,example ecs service,mw_example_ecs_service,,Example ECS Infrastructure (Middleware Replatform),Technology Architecture,
2910,internal lb target group for example service,mw_example_public_tg,,Example ECS Infrastructure (Middleware Replatform),Technology Architecture,
2911,private lb target group for example service,mw_example_private_tg,,Example ECS Infrastructure (Middleware Replatform),Technology Architecture,
2912,MW CDK Pipeline,mw_cdk_pipeline,,MW Financialaid,Bank Roller$,FALSE
2913,mw financialaid ecs cluster,mw_financialaid_ecs_cluster,,MW Financialaid,Bank Roller$,
2914,MW Organization Service,mw_organization_service,,MW Organization,Philomaths,
2915,MW Faculty,mw_faculty,,MW Faculty,Philomaths,
2916,mw fpoevent transformer,mw_fpoevent_transformer,,MW Financialaid,Bank Roller$,
2917,Notes API,notes_api,,Notes Microservice,SMEEs,TRUE
2918,Notes Subscriber,notes_subscriber,,Notes Microservice,SMEEs,TRUE
2919,mw financialaid fpo service,mw_financialaid_fpo_service,,MW Financialaid,Bank Roller$,
2920,mw financialaid fpo public tg,mw_financialaid_fpo_public_tg,,MW Financialaid,Bank Roller$,
2921,mw financialaid fpo private tg,mw_financialaid_fpo_private_tg,,MW Financialaid,Bank Roller$,
2922,MW Faculty Service,mw_faculty_service,,MW Faculty,Philomaths,
2923,MW Organization,mw_organization,,MW Organization,Philomaths,
2924,mw financialaid disbursement service,mw_financialaid_disbursement_service,,MW Financialaid,Bank Roller$,
2925,mw financialaid studentdemoinfo service,mw_financialaid_studentdemoinfo_service,,MW Financialaid,Bank Roller$,
2926,mw financialaid pellestimates service,mw_financialaid_pellestimates_service,,MW Financialaid,Bank Roller$,
2927,mw financialaid plusapplicationinformation service,mw_financialaid_plusappinfo_service,,MW Financialaid,Bank Roller$,
2928,mw financialaid efcestimate service,mw_financialaid_efcestimate_service,,MW Financialaid,Bank Roller$,
2929,MW IVR Services,ivr_service,,Genesys GIR GIA,Super G.O.A.T.S.,
2930,mw financialaid fpo event dispatcher,mw_financialaid_fpo_event_dispatcher,,mw_financialplanoutbound-dispatcher,Bank Roller$,
2931,mw financialaid vocado proxy,mw_financialaid_vocado_proxy,,MW Financialaid,Bank Roller$,
2932,mw financialaid vocadoevents publisher,mw_financialaid_vocadoevents_publisher,,mw_financialaid_vocadoevents_publisher,Bank Roller$,
2933,iam,iam,,Kubernetes-gp-iam,Cloud Ninjas,
2934,ecr vpc endpoint,mw_ecr_vpc_endpoint,,Middleware Re-platform Cluster Base,Technology Architecture,
2935,MW Financialaid AWS Secrets,mw_financialaid_secrets,,MW Financialaid,Bank Roller$,
2936,S3 VPC Endpoint,mw_s3_vpc_endpoint,,Middleware Re-platform Cluster Base,Technology Architecture,
2937,mw financialaid ecr repo,mw_financialaid_ecr_repo,,MW Financialaid,Bank Roller$,
2938,cloudwatch vpc endpoint,mw_cloudwatch_vpc_endpoint,,Middleware Re-platform Cluster Base,Technology Architecture,
2939,Prod VPC,prod_vpc,,AWS Cloud Networking,Cloud Ninjas,
2940,mw-srm-apps-public-tg,mw_srm_apps_public_tg,,mw-srm-apps,X-Force,
2941,mw-srm-apps-private-tg,mw_srm_apps_private_tg,,mw-srm-apps,X-Force,
2942,X-Ray Proxy ECS Cluster,xray_proxy_ecs_cluster,,X-Ray Proxy,Cloud Ninjas,
2943,X-Ray Proxy ALB,xray_proxy_alb,,X-Ray Proxy,Cloud Ninjas,
2944,X-Ray Proxy ECR Repo,xray_proxy_ecr,,X-Ray Proxy,Cloud Ninjas,
2945,X-Ray Proxy Certs Secret,xray_proxy_secret,,X-Ray Proxy,Cloud Ninjas,
2946,AWS Nuke ECS Cluster,aws_nuke_ecs_cluster,,AWS Nuke,Cloud Ninjas,FALSE
2947,AWS Nuke ECR,aws_nuke_ecr,,AWS Nuke,Cloud Ninjas,
2948,AWS Nuke Cloudwatch Events,aws_nuke_cloudwatch_events,,AWS Nuke,Cloud Ninjas,
2949,AWS Nuke Secrets,aws_nuke_secret,,AWS Nuke,Cloud Ninjas,
2950,mw data products events producer,mw_dataprod_events_producer,,MW Data Products Events,Phoenix Rising,
2951,mw email events consumers,mw_email_events_consumer,,MW Data Products Events,Phoenix Rising,
2952,Cisco VPN - Staff,ciscovpn,,Cisco VPN - Staff,Future Bytes,
2953,public alb to private alb proxy,mw_public_alb_proxy,,Middleware Re-platform Cluster Base,Technology Architecture,
2954,AWS Nuke TFE API Module,aws_nuke_tfe_api,,AWS Nuke,Cloud Ninjas,
2955,AWS Nuke Step Function,aws_nuke_step_func,,AWS Nuke,Cloud Ninjas,
2956,mw data products events app,mw_dataprod_events,,MW Data Products Events,Phoenix Rising,
2957,mw-dataprod-events-private-tg,mw_dataprod_events_private_tg,,MW Data Products Events,Phoenix Rising,
2958,mw-dataprod-events-public-tg,mw_dataprod_events_public_tg,,MW Data Products Events,Phoenix Rising,
2959,CA S3 Bucket,mw_api_gateway_ca_s3,,Middleware Re-platform Cluster Base,Technology Architecture,
2960,Management Servers,mgmtservers,,Certificate Services (PKI),Skynet,TRUE
2961,API Gateway CA Secret,mw_api_gateway_ca_secret,,Middleware Re-platform Cluster Base,Technology Architecture,
2962,MW Financial Aid FPM Transform 4,mw_finaid_fpm_transform_4,,MW Financialaid,Bank Roller$,
2963,private NLB lambda,mw_private_nlb_lambda,,Middleware Re-platform Cluster Base,Technology Architecture,
2964,private nlb,mw_private_nlb,,Middleware Re-platform Cluster Base,Technology Architecture,
2965,mw_platform_cw_events,mw_platform_cw_events,,Middleware Re-platform Cluster Base,Technology Architecture,
2966,mw_aws_fsp,fsp,,Financial Services Platform,Capital Gain$,TRUE
2967,aws_nuke_codebuild,aws_nuke_codebuild,,AWS Nuke,Cloud Ninjas,
2968,API Gateway Cognito,mw_api_gateway_cognito,,Middleware Re-platform Cluster Base,Technology Architecture,
2970,Faculty NCE Event Consumer,mw_faculty_nce_event_consumer,,MW Faculty,Philomaths,
2971,mw_api_gateway_vpc_link,mw_api_gateway_vpc_link,,Middleware Re-platform Cluster Base,Technology Architecture,FALSE
2972,Lambda,lambda,,Self Service Automation,Cloud Ninjas,
2973,Public ALB WAF,mw_internal_alb_waf,,Middleware Re-platform Cluster Base,Technology Architecture,
2974,api gateway - public,api_public,,MW Financialaid,Bank Roller$,
2975,Rabbit MQ Events Consumer,rabbitmq_events_consumer,,Kafka To Rabbit MQ Events,Fundits,
2976,Rabbit MQ Events Dispatcher,rabbitmq_events_dispatcher,,Kafka To Rabbit MQ Events,Fundits,
2977,AWS Nuke Credentials Secret,aws_nuke_credentials_secret,,AWS Nuke,Cloud Ninjas,
2978,Middleware API Gateway ALB Token,mw_api_gateway_alb_token,,Middleware Re-platform Cluster Base,Technology Architecture,
2979,MW Financial aid Private API Gateway,mw_finaid_private_api_gtwy,,MW Financialaid,Bank Roller$,FALSE
2980,API Gateway Authorizer Credentials,mw_api_gateway_authorizer_credentials,,Middleware Re-platform Cluster Base,Technology Architecture,
2981,aws api gateway cloudwatch role,mw_api_gateway_cloudwatch,,Middleware Re-platform Cluster Base,Technology Architecture,
2982,Edu Node Base,edu_node_base,,phoenix.edu website,SMEEs,
2983,API Gateway Lambda Authorizer,mw_lambda_authorizer,,Middleware Re-platform Cluster Base,Technology Architecture,
2984,Public NLB Nginx,mw_public_nlb_nginx,,Middleware Re-platform Cluster Base,Technology Architecture,
2985,internal nlb,mw_internal_nlb,,Middleware Re-platform Cluster Base,Technology Architecture,
2986,MW ACM Private CA,mw_acm_private_ca,,Middleware Re-platform Cluster Base,Technology Architecture,
2989,AWS Nuke Slack Bot,aws_nuke_slack_bot,,AWS Nuke,Cloud Ninjas,
2990,Worker U4P,wdp_worker_u4p,,Work Distribution Platform,Super G.O.A.T.S.,
2991,mw-srm-apps-private-api,mw_srm_apps_private_api,,mw-srm-apps,X-Force,
2992,mw_financialaid,mw_financialaid,,MW Financialaid,Bank Roller$,
2993,sample,sample,,sample-microservice,Cloud Ninjas,
2994,infratest_cloudwatch,infratest_cloudwatch,,infratest-microservice,Cloud Ninjas,
2995,Newrelic log ingestion for aws(cloudwatch),mw_newrelic_aws_log_ingestion,,Middleware Re-platform Cluster Base,Technology Architecture,
2996,mw_financialaid_fpm_transform_4,mw_financialaid_fpm_transform_4,,MW Financialaid,Bank Roller$,
2997,mw-finaid-fastatus-service,mw_finaid_fastatus_service,,MW Financialaid,Bank Roller$,
2999,MW Employee Events Producer,mw_employee_events_producer,,mw-employee,Philomaths,
3000,infratest_elasticsearch,infratest_elasticsearch,,infratest-microservice,Cloud Ninjas,
3001,Middleware Event processor RabbitMQ to Kafka,mw_rabbit_mq_event_processor,,Middleware RabbitMQ Messaging,Bank Roller$,TRUE
3002,MW Student Schedule,mw_student_schedule,,MW Student Schedule,Philomaths,
3003,Wallets Redis,wallets_redis,,Wallets Microservice,Fundits,
3004,Wallets Elasticsearch,wallets_elasticsearch,,Wallets Microservice,Fundits,
3005,Wallets Cloudwatch,wallets_cloudwatch,,Wallets Microservice,Fundits,
3006,Persons Redis,persons_redis,,Persons Microservice,Avatars,
3007,Persons Elasticsearch,persons_elasticsearch,,Persons Microservice,Avatars,
3008,Persons Cloudwatch,persons_cloudwatch,,Persons Microservice,Avatars,
3009,Programs Redis,programs_redis,,Programs Microservice,Phoenix Wizards,
3010,Programs Elasticsearch,programs_elasticsearch,,Programs Microservice,Phoenix Wizards,
3011,Programs Cloudwatch,programs_cloudwatch,,Programs Microservice,Phoenix Wizards,
3012,Contacts Redis,contacts_redis,,Contacts Microservice,Advantage Squad,
3013,Contacts Elasticsearch,contacts_elasticsearch,,Contacts Microservice,Advantage Squad,
3014,Contacts Cloudwatch,contacts_cloudwatch,,Contacts Microservice,Advantage Squad,
3015,mw_fasqcholdinformationevent_transform,mw_finaid_fasqchold_transform,,MW Financialaid,Bank Roller$,
3016,Applications Elasticsearch,applications_elasticsearch,,Applications Microservice,Phoenix Rising,
3017,Applications Redis,applications_redis,,Applications Microservice,Phoenix Rising,
3018,Applications Cloudwatch,applications_cloudwatch,,Applications Microservice,Phoenix Rising,
3019,mw students service v2,mw_students_service_v2,,MW Students,Phoenix Wizards,
3020,mw students service v3,mw_students_service_v3,,MW Students,Phoenix Wizards,TRUE
3021,Organizations Redis,organizations_redis,,Organizations Microservice,Philomaths,
3022,Organizations Elasticsearch,organizations_elasticsearch,,Organizations Microservice,Philomaths,
3023,Organizations Cloudwatch,organizations_cloudwatch,,Organizations Microservice,Philomaths,
3024,IAM Redis,iam_redis,,IAM Microservice,Skynet,
3027,Careers Redis,careers_redis,,Careers Microservice,SMEEs,
3028,Careers Elasticsearch,careers_elasticsearch,,Careers Microservice,SMEEs,
3029,Careers Cloudwatch,careers_cloudwatch,,Careers Microservice,SMEEs,
3030,MW Student ETL Producer,mw_student_etl_producer,,MW Financialaid,Bank Roller$,
3031,Courses Redis,courses_redis,,Courses Microservice,Optimus Prime,
3032,Courses Elasticsearch,courses_elasticsearch,,Courses Microservice,Optimus Prime,
3033,Courses Cloudwatch,courses_cloudwatch,,Courses Microservice,Optimus Prime,
3034,mw_finaid_fpm_transform_5,mw_finaid_fpm_transform_5,,MW Financialaid,Bank Roller$,
3036,prometheus_jr,prometheus_jr,,prometheus,Cloud Ninjas,
3037,kafkaadmin_apps_private_api,kafkaadmin_apps_private_api,,kirby-kafka,Scaena Cumulus,
3038,kafkaadmin_private_tg,kafkaadmin_private_tg,,kirby-kafka,Scaena Cumulus,
3039,Agreements Cloudwatch,agreements_cloudwatch,,Agreements Microservice,404's,
3040,Agreements Elasticsearch,agreements_elasticsearch,,Agreements Microservice,404's,
3041,Agreements Redis,agreements_redis,,Agreements Microservice,404's,
3042,Sagas Cloudwatch,sagas_cloudwatch,,Sagas Microservice,Scaena Cumulus,
3043,Sagas Elasticsearch,sagas_elasticsearch,,Sagas Microservice,Scaena Cumulus,
3044,Sagas Redis,sagas_redis,,Sagas Microservice,Scaena Cumulus,
3045,Faculty Cloudwatch,faculty_cloudwatch,,Faculty Microservice,Philomaths,
3046,Faculty Redis,faculty_redis,,Faculty Microservice,Philomaths,
3047,Faculty Elasticsearch,faculty_elasticsearch,,Faculty Microservice,Philomaths,
3048,Learning Cloudwatch,learning_cloudwatch,,Learning Microservice,Winterfell Wolves,
3049,Learning Redis,learning_redis,,Learning Microservice,Winterfell Wolves,
3050,Learning Elasticsearch,learning_elasticsearch,,Learning Microservice,Winterfell Wolves,
3051,MW Student SchdChg Producer,mw_student_schdchg_producer,,MW Financialaid,Bank Roller$,
3052,mw financialaid vocado consumer,mw_financialaid_vocado_consumer,,MW Financialaid,Bank Roller$,
3053,mw financialaid vocado dispatcher,mw_financialaid_vocado_dispatcher,,MW Financialaid,Bank Roller$,
3054,Financial Aid Domain Redis,financialaid_domain_redis,,Financial Aid Microservice,Bank Roller$,
3055,Financialaid Domain Elasticsearch,financialaid_domain_elasticsearch,,Financial Aid Microservice,Bank Roller$,
3056,Financialaid Domain Cloudwatch,financialaid_domain_cloudwatch,,Financial Aid Microservice,Bank Roller$,
3057,Preferences Redis,preferences_redis,,Preference Microservice,Philomaths,
3058,Preferences Elasticsearch,preferences_elasticsearch,,Preference Microservice,Philomaths,
3059,Preferences Cloudwatch,preferences_cloudwatch,,Preference Microservice,Philomaths,
3060,create_ecr_repo,create_ecr_repo,,Self Service Automation,Cloud Ninjas,
3061,mw cocoa stud activity aggr,mw_cocoa_stud_activity_aggr,,MW Financialaid,Bank Roller$,
3062,ChatOps - AWS chatbot,chatbot_automation,,Self Service Automation,Cloud Ninjas,
3063,safi_publisher,safi_publisher,,mw-saficreated-publisher,Bank Roller$,
3065,mw_finaid_fasqcholdinfo_event_dispatcher,mw_finaid_fasqcholdinfo_event_dispatcher,,mw_finaid_fasqcholdinfo_event_dispatcher,Bank Roller$,
3066,mw_finaid_common_events_dispatcher,mw_finaid_common_events_dispatcher,,mw_finaid_common_events_dispatcher,Bank Roller$,
3067,mw cocoa fin cred bal aggr,mw_cocoa_fin_cred_bal_aggr,,MW Financialaid,Bank Roller$,
3068,mw_finaid_fpo_event_retry_dispatcher,mw_finaid_fpo_event_retry_dispatcher,,mw_finaid_fpo_event_retry_dispatcher,Bank Roller$,
3070,mw_finaid_fasqc_event_retry_dispatcher,mw_finaid_fasqc_event_retry_dispatcher,,mw_finaid_fasqc_event_retry_dispatcher,Bank Roller$,
3071,mw_finaid_common_retry_dispatcher,mw_finaid_common_retry_dispatcher,,MW Financialaid,Bank Roller$,FALSE
3072,Data Lake Cloudwatch Module UCP,dl_cloudwatch_ucp,,Data Lake Cloudwatch Resource,Data Divers,
3078,Kendra Search Content Scraper Tool,kendra_search_scraper,,Kendra Search API,Firebird,
3079,New Relic Gateway,nrgateway,,New Relic,Dynamites,
3080,cia_ci_cd,cia_ci_cd,,Career Interest Assessment,CAT Ninjas,
3081,eXp/Documentum - sFTP,sdu_sftp,,eXp/Documentum,404's,
3082,cia_logging,cia_logging,,Career Interest Assessment,CAT Ninjas,
3083,cia_cdn,cia_cdn,,Career Interest Assessment,CAT Ninjas,
3084,cia_dns,cia_dns,,Career Interest Assessment,CAT Ninjas,
3085,cia_hosting,cia_hosting,,Career Interest Assessment,CAT Ninjas,
3086,WDP Case Consumer,wdp_case_consumer,,Work Distribution Platform,Super G.O.A.T.S.,
3087,backup-s3,backup_s3,,Automation Tools,Cloud Ninjas,
3088,odatalite4j,odatalite4j,,Technology Architecture,SMEEs,
3089,Profile Conspatcher,profile_events_conspatcher,,Profile Events,Avatars,
3093,Sagas Flo API,sagas_flo_api,,Sagas Flo,Super G.O.A.T.S.,
3094,cia_monitoring,cia_monitoring,,Career Interest Assessment,CAT Ninjas,
3095,cia_auth,cia_auth,,Career Interest Assessment,CAT Ninjas,
3096,Worker IREV,wdp_worker_irev,,Work Distribution Platform,Super G.O.A.T.S.,
3097,template-newrelic,template_newrelic,,template-newrelic,Cloud Ninjas,
3098,Worker SFCC,wdp_worker_sfcc,,Work Distribution Platform,Super G.O.A.T.S.,
3099,key-pair,key_pair,,General Purpose EKS Cluster,Cloud Ninjas,
3100,SecurityPOC,securitypoc,,SecurityPOC,Skynet,
3101,Server Change Process,server_change_process,,Kickstart,Future Bytes,
3102,dl-helm-salesforce,dl_helm_salesforce,,Data Lake Helm Chart,Data Knights,
3103,Developer Portal Home,dev_portal,,Developer Portal,Cloud Ninjas,
3104,Backup Archive,backup_archive,,Data Protection,Cloud Ninjas,
3105,Salesforce Event Gateway Sagas Consumer,salesforce_event_gateway_sagas_consumer,,Salesforce Event Gateway,Advantage Squad,FALSE
3106,Peoplegrove,peoplegrove,,Peoplegrove,Hiremeow,
3107,Peoplegrove Export,peoplegrove_export,,Peoplegrove,Hiremeow,
3108,Data Governance RDS Postgresql Database,datagovernance_rds,,Data Governance Postgres Database,Data Governance,
3109,New Relic Private Location,nrprivatelocation,,New Relic,Dynamites,TRUE
3110,Agreements Subscriber,agreements_subscriber,,Agreements Microservice,404's,
3112,SRM Attendance,srm_attendance,,Salesforce,Dare Devils,FALSE
3113,Worker TSRW,wdp_worker_tsrw,,Work Distribution Platform,Super G.O.A.T.S.,
3114,base-images,base_images,,Automation Tools,Cloud Ninjas,
3115,Edu Selenium Base,edu_selenium_base,,phoenix.edu website,SMEEs,
3116,Edu Webdriverio Base,edu_webdriverio_base,,phoenix.edu website,SMEEs,
3117,aws-infosec-sentinel,aws_infosec_sentinel,,aws-infosec-sentinel,Skynet,
3118,MyPhoenix AEM,myphxaem,,My Phoenix,Firebird,
3119,85/15,85_15,,KIT (Knowledge Information Tool),Avatars,
3120,elasticsearch-reindex-script,elasticsearch_reindex_script,,Sun Samurai Automation,Fundits,
3121,Legal Hold,legalhold,,Relativity,Skynet,
3122,checkpoint_jumphosts,checkpoint_jumphosts,,Checkpoint Firewalls,Skynet,
3123,Phorms Microservice API,phorms_api,,Documents Microservice,404's,
3124,Pricing Cloudwatch,pricing_cloudwatch,,Pricing Microservice,SMEEs,
3125,Pricing Elasticsearch,pricing_elasticsearch,,Pricing Microservice,SMEEs,
3126,Pricing Redis,pricing_redis,,Pricing Microservice,SMEEs,
3128,OneTrust,onetrust,,OneTrust,"Ethics, Compliance, and Data Privacy (ECDP)",
3129,Edu Automation Base,edu_automation_base,,phoenix.edu website,SMEEs,
3130,Anti-Corruption Layer Consent API,acl_consent_api,,Profile Anti-Corruption Layer,Scaena Cumulus,
3131,WDP Lambda,wdp_lambda,,Work Distribution Platform,Super G.O.A.T.S.,
3132,EVO SNS Video System,vdoprod_evo_aws,,EVO SNS Video System,Marketing Team,
3134,Clearview,example2021_test,,LinkSource,morphEUS,
3135,Databased Release Jumphosts,db_release_servers,,Legacy Database Release jumphosts,Phoenix Wizards,
3137,CloudHealth,cloudhealth,,CloudHealth,Cloud Ninjas,
3138,Pod Destroyer - chaos monkey,pod_destroyer,,Automation Tools,Cloud Ninjas,
3139,S360 Clickstream,clickstream,,Data Lake Analytics,Data Knights,
3140,Data Lake Uopxdw Redshift module,dl_redshift_uopxdw,,Data Lake Redshift Application,Data Divers,
3141,Data Lake KMS Speechminer Module,dl_kms_ucp_speechminer,,Data Lake KMS Application,Data Divers,
3142,Data lake ECR Microservices Module,dl_ecr_microservices,,Data lake ECR Application,Data Divers,
3143,Notes Models,notes_models,,Notes Microservice,SMEEs,TRUE
3144,Notes Helm,notes_helm,,Notes Microservice,SMEEs,TRUE
3145,Data Lake Glue SF SEOCS Sentiment Comprehend Module,dl_glue_sf_seocs_sentiment_comprehend,,Data Knights Glue,Data Knights,
3146,kubernetes_gp_iam,kubernetes_gp_iam,,Kubernetes - General Purpose,Cloud Ninjas,
3147,CDK Pipeline Plugin,cdk_pipeline_plugin,,eCampus Legacy,Premium,
3148,DocuSign,docusign,,DocuSign,404's,
3149,aws billing,aws_billing,,Amazon Web Services (AWS),Cloud Ninjas,
3150,Data Lake Glue Fullstory Aggregation,dl_glue_fullstory,,Data Knights Glue,Data Knights,
3151,Notes DocDB,notes_docdb,,Notes Microservice,SMEEs,TRUE
3152,Data Lake Blackboard,dl_glue_blackboard,,Data Knights Glue,Data Knights,
3153,Data Lake AMS,dl_glue_ams,,Data Knights Glue,Data Knights,
3154,SEOCS Aggregation DynamoDB Lookup,dl_glue_salesforce_seocs_aggr_dynamo_db,,Data Knights Glue,Data Knights,
3155,Data Lake Glue PWave Feature Outcome,dl_glue_pwave_features_outcome_aggr,,Data Knights Glue,Data Knights,
3156,Data Lake Glue Salesforce S3 to DynamoDB,dl_glue_salesforce_s3_to_dynamodb,,Data Knights Glue,Data Knights,
3157,Data Lake Glue Athena Redshift Spectrum,dl_glue_athena_redshift_spectrum,,Data Knights Glue,Data Knights,
3158,Data Lake Glue Streaming,dl_glue_salesforce_glue_streaming,,Data Knights Glue,Data Knights,
3159,Data Lake Salesforce DynamoDB to Redshift Spectrum,dl_glue_salesforce_dynamodb_to_rs,,Data Knights Glue,Data Knights,
3160,Data Lake Student Engagement Scoring,dl_glue_student_engagement_scoring,,Data Knights Glue,Data Knights,
3161,Data Lake Glue Salesforce Offer C,dl_glue_sf_offer__c,,Data Knights Glue,Data Knights,
3162,Rules as a Service - Application and Server package,raas_package,,Rules as a Service,Scaena Cumulus,
3163,Data Lake Kinesis Module fraud,dl_kinesis_fraud,,Data Lake Kinesis Resource,Data Knights,
3164,Phorms Microservice Listener,phorms_listener,,Documents Microservice,404's,
3165,Data Lake Vocado,dl_vocado,,Data Lake Vocado,Data Knights,
3173,Data Lake Lambda Salesforce,dl_dk_lambda_salesforce,,Data Knights Lambda,Data Knights,
3174,Data Lake Lambda ISIR,dl_lambda_isir,,Data Knights Lambda,Data Knights,
3175,Data Lake Lambda Blackboard,dl_lambda_bb,,Data Knights Lambda,Data Knights,
3176,Data Lake Lambda Snapshot,dl_lambda_snapshot,,Data Knights Lambda,Data Knights,
3177,Data Lake Lambda LexLogs,dl_lambda_lexlogs,,Data Knights Lambda,Data Knights,
3178,Data Lake Lambda APIGateWay,dl_lambda,,Data Knights Lambda,Data Knights,
3179,SFTP Services,aws_sftp,,AWS Transfer,Skynet,
3180,Fraud Analytics,fraud_analytics,,AWS Infosec,Skynet,
3181,cbe-st-grade-saga-worker,cbe_st_grade_saga_worker,,cbe-st-grade-saga-worker,Dare Devils,
3182,Student Elasticsearch,student_elasticsearch,,Student Microservice,Philomaths,
3183,Student Cloudwatch,student_cloudwatch,,Student Microservice,Philomaths,
3184,Student Redis,student_redis,,Student Microservice,Philomaths,
3185,saga-srm-event-worker,saga_srm_event_worker,,saga-srm-event-worker,Dare Devils,FALSE
3186,cbe-student-lda-saga-worker,cbe_student_lda_saga_worker,,cbe-student-lda-saga-worker,Dare Devils,
3187,mw-cbe-student-consumer,mw_cbe_student_consumer,,mw-cbe-student-consumer,Dare Devils,
3188,Student Subscriber,student_subscriber,,Student Microservice,Philomaths,
3189,nse-nofuturecourse-saga-worker,nse_nofuturecourse_saga_worker,,nse-nofuturecourse-saga-worker,X-Force,
3190,cia_testcafe,cia_testcafe,,Career Interest Assessment,CAT Ninjas,
3191,Lambda MPN/EC File Processor,lambda_mpn_ec_files,,MW Financialaid,Bank Roller$,
3192,Drools UI,raas_ui,,Rules as a Service,Scaena Cumulus,
3193,Drools Kie Server,raas_server,,Rules as a Service,Scaena Cumulus,
3194,Financialaid Datastream Models,financialaid_datastream_models,,MW Financialaid,Bank Roller$,
3195,Kiali,kiali_gp,,General Purpose EKS Cluster,Cloud Ninjas,
3196,Dynamites Lambda ec2 auto stop function,d_lambda_ec2_stop,,Dynamites Lambda Resource,Dynamites,
3197,Dynamites Lambda ec2 auto start function,d_lambda_ec2_start,,Dynamites Lambda Resource,Dynamites,
3198,Dynamites Lambda rds auto stop function,d_lambda_rds_stop,,Dynamites Lambda Resource,Dynamites,
3199,Dynamites Lambda rds auto start function,d_lambda_rds_start,,Dynamites Lambda Resource,Dynamites,
3201,DSS Student Analytics RDS Module,dss_student_analytics_rds,,DSS Student Analytics,DSS - BI,
3202,Data Lake Neptune Identity Graph,dl_dk_neptune_identity,,Data Lake Neptune,Data Knights,
3203,notifications-subscriber,notifications_subscriber,,notifications-subscriber,Firebird,
3204,Financialaid saig Api,financialaid_saig_api,,Financial Aid Microservice,Bank Roller$,
3210,Financialaid saig Subscriber,financialaid_saig_subscriber,,Financial Aid Microservice,Bank Roller$,
3211,marketing data and analytics aws componants,marketing_data_science,,marketing data and analytics,Marketing Sciences Data & Analytics,
3212,marketing data and analytics aws componants (server),marketing_data_science_server,,marketing data and analytics,Marketing Sciences Data & Analytics,FALSE
3213,newrelic-logging,newrelic_logging,,General Purpose EKS Cluster,Cloud Ninjas,
3214,Leads Subscriber,leads_subscriber,,Leads Microservice,4-Mation,TRUE
3215,Leads Cloudwatch,leads_cloudwatch,,Leads Microservice,4-Mation,TRUE
3216,Leads elasticsearch,leads_elasticsearch,,Leads Microservice,4-Mation,TRUE
3217,responsys_singer_io,responsys_singer_io,,responsys_singer_io,Advantage Squad,
3218,infratest_aws_pipeline,infratest_aws_pipeline,,infratest-microservice,Cloud Ninjas,FALSE
3219,AWS SageMaker,ds_sagemaker_pwave,,AWS SageMaker,Data Science Team,
3220,Data Lake Glue Job Monitoring,dl_glue_dk_notification_process,,Data Knights Glue,Data Knights,
3221,Phorms Microservice DS Connect,phorms_ds_connect,,Documents Microservice,404's,
3222,Financial Aid saig docdb,financialaid_saig_docdb,,Financial Aid Microservice,Bank Roller$,
3223,serverless_backend,serverless_backend,,Career Hub,CAT Ninjas,
3224,Content Delivery Network,cdn,,Career Hub,CAT Ninjas,
3225,Virtual Appliance Templates,vapp_templates,,VM Templates,Future Bytes,
3226,Milestone Mobile,milestone_mobile,,Security Information and Management Systems,Skynet,
3227,financialaid saig helm,finaid_helm,,Financial Aid Microservice,Bank Roller$,
3228,Credit Predictor Tool,credit_predictor_tool,,Credit Predictor Tool,Credit Storm,
3229,Credit Predictor Tool - S3,cpt_s3,,Credit Predictor Tool,Credit Storm,
3230,Credit Predictor Tool - CloudFront,cpt_cloudfront,,Credit Predictor Tool,Credit Storm,
3231,Credit Predictor Tool - ACM,cpt_acm,,Credit Predictor Tool,Credit Storm,
