Id,Module Name,Key,Server Code,Application,Owner(Team),Managed by Heliopolis?
2,deathBURRITO,deathburrito,burr,deathBURRITO,Cloud Ninjas,TRUE
3,RADT,radt,radt,RADT,Cloud Ninjas,TRUE
7,MADT (Linux),madtlinux,,Eye of RA,Cloud Ninjas,FALSE
8,MADT (Windows),madtwin,,Eye of RA,Cloud Ninjas,FALSE
9,Subversion (Source Code),svn,,Subversion,Dynamites,FALSE
10,Bamboo Web,bamboo,,Bamboo,Dynamites,FALSE
11,Artifactory,artifactory,,Artifactory,Cloud Ninjas,FALSE
13,Academic Affairs Administration (A3),a3,,Governance,Philomaths,FALSE
14,Academic Violations Tracking System (AVT),avt,,Governance,Philomaths,FALSE
17,Account Summary,asum,,Account Summary,Bank Roller$,FALSE
18,Admissions Workbench (Evaluation),evaluation,,Admissions Workbench,Philomaths,TRUE
19,All-in-One (LMS Admin)  (To Be Deleted),aio,,All-In-One,Premium,FALSE
21,Apollo Survey and Assessment Platform (ASAP),asap,,eCampus Classroom Services,Premium,FALSE
22,ApplyWeb,applyweb_ui,,MyApply,Phoenix Rising,FALSE
24,AWForms,awforms,,AW Forms,404's,TRUE
26,AWSupport,awsupport,,AW Forms,404's,TRUE
31,CAS - Internal,cas,,Single Sign-On (SSO),Skynet,FALSE
33,ClassOps Workbench (CWB),cwb,,CWB - ClassOps WorkBench,Premium,TRUE
34,Class Roster - FAResources,far,,FAResources,Premium,FALSE
36,Classroom Issue Tracking System (CIT),cit,,Governance,Philomaths,FALSE
37,Classroom Issue Tracking System - Ground Campus (CIT-GC),citgc,,Governance,Philomaths,FALSE
39,Classroom Materials,cmat,,Classroom Materials,Winterfell Wolves,FALSE
42,College Level Examination Program (CLEP),clep,,Workbench,Philomaths,FALSE
43,Commencement Web,cweb,,Commencement Web & Admin,Premium,FALSE
44,Commencement Web Admin,commencewebadmin,,Commencement Web & Admin,Premium,FALSE
46,Community Profile,cp,,Profile - global,Avatars,FALSE
49,Atlassian - Confluence,wiki,,Atlassian - Confluence,Dynamites,FALSE
50,Content Area Request (CAR) - FCServices,car,,FCServices,Philomaths,FALSE
51,Correspondence Generation (Corrgen),corrgen,,Correspondence Generation,Philomaths,FALSE
53,Curriculum Guide,cguide,,Program,Premium,FALSE
54,Degree Audit,degreeaudit,,Degree Audit,Philomaths,TRUE
56,Diploma Application Online (DAO),dao,,DAO - Diploma Application Online,Premium,FALSE
57,Diploma Application Online (DAO) Admin Tool,daoadm,,DAO - Diploma Application Online,Premium,FALSE
60,Discussion Forums,forums,,OLS3,Winterfell Wolves,FALSE
62,eBooks PPDF Publisher,ppdfpublisher,,eBook,Winterfell Wolves,FALSE
65,Employee Management System (EMS),ems_ear,,EMS - Employee Management System,Philomaths,TRUE
67,eXp/Documentum - eXp,exp,,eXp/Documentum,404's,TRUE
68,Faculty 1098T,f1098t,,1098T,Capital Gain$,FALSE
69,Faculty 401k,f401k,,FAAccount,Premium,FALSE
70,Faculty Acknowledgement - FAResources,fackfar,,FAResources,Premium,FALSE
71,Faculty Center,fc_ear,,Faculty Center,Philomaths,TRUE
72,Faculty Confirmation,fconf,,Message Center,Premium,FALSE
75,Faculty Forms,fform,,FAAccount,Premium,FALSE
77,Faculty Profiles,fprof,,Profile - global,Avatars,FALSE
78,Faculty Program Handbook,fphb,,Program Handbooks,Premium,FALSE
79,Faculty Solicitations - FCServices,fsol,,FCServices,Philomaths,FALSE
81,Faculty Tutorials,ftut,,FAResources,Premium,FALSE
82,Faculty Webs,fweb,,Faculty Webs,Philomaths,FALSE
83,FASt (Dilbert),fast,,FASt,Philomaths,FALSE
88,Global Governance System (GGS),ggs,,Governance,Philomaths,TRUE
89,GPA Calculator,gpa,,GPA Calculator,Premium,FALSE
90,Grade Entry,ge,,Equity Award Admin,Premium,FALSE
91,Gradebook,gradebook,,Gradebook,Winterfell Wolves,FALSE
92,Grievance Management System (GMS),gms,,Governance,Philomaths,FALSE
94,Integrated Student Service Station (IS3) Academics,is3,,IS3,Philomaths,FALSE
95,Integrated Student Service Station (IS3) Enrollment,enrollment_ear,,IS3 enrollment,Philomaths,TRUE
96,Integrated Student Service Station (IS3) Finance,is3fa,,IS3,Philomaths,FALSE
99,LCMS Asset Manager,lcmsam,,Learning Content Management System (LCMS),Premium,FALSE
100,LCMS Course Builder,lcmscb,,Learning Content Management System (LCMS),Premium,FALSE
105,Measure of Academic Proficiency and Progress (MAPP),mapp,,Equity Award Admin,Premium,FALSE
107,Message Center Web Services,mc,,Message Center,Premium,FALSE
108,Message Center Admin,mcadm,,Message Center,Premium,FALSE
110,My Account,myacct,,MyServices,Premium,FALSE
111,My Contacts,mycont,,MyServices,Premium,FALSE
114,Nursing Web,nweb,,SASWeb - School of Advanced Studies Web,Premium,FALSE
115,Online ClassOps,online_classops,,ClassOps,Premium,TRUE
116,Online RSS,rss,,classroom,Winterfell Wolves,FALSE
118,Password Reset Tool,passwd,,Change Password,Premium,FALSE
119,PayNow,paynow,,Pay Now,Capital Gain$,TRUE
121,Plagiarism Checker,pcheck,,eCampus Classroom Services,Premium,FALSE
122,Portal,portal,,Portal,Premium,TRUE
123,Prior Learning Assessment Center (PLAC) - Faculty,plac_faculty,,Prior Learning Assessment Center (PLAC) & Admin,Premium,FALSE
124,Prior Learning Assessment Center (PLAC) Admin,placadm,,Prior Learning Assessment Center (PLAC) & Admin,Premium,FALSE
125,Program Development,pd,,Program Development,Philomaths,FALSE
126,Program Handbooks,proghand,,Program Handbooks,Premium,FALSE
127,Program Workbench,pw,,Program Workbench,Philomaths,TRUE
131,School of Advanced Studies Residency (SAS Residency),res,,SASWeb - School of Advanced Studies Web,Premium,FALSE
132,School of Advanced Studies Residency Admin (SAS Residency Admin),resadm,,SASWeb - School of Advanced Studies Web,Premium,FALSE
133,Schedule and Grades,sg,,Schedule and Grades,Premium,FALSE
134,School of Advanced Studies Reporting (SAS Reporting),sasr,,SASWeb - School of Advanced Studies Web,Premium,FALSE
135,School of Advanced Studies Updater (SAS Updater),sasu,,SASWeb - School of Advanced Studies Web,Premium,FALSE
136,School of Advanced Studies Web (SASWeb),sasweb,,SASWeb - School of Advanced Studies Web,Premium,FALSE
137,School of Advanced Studies Web Admin (SAS Web Admin),sasadm,,SASWeb - School of Advanced Studies Web,Premium,FALSE
138,SOA Internal,soai,,Service-Oriented Architecture (SOA),Bank Roller$,FALSE
139,Simplified Global Attendance (SGA),sga,,SGA - Simplified Global Attendance,Winterfell Wolves,FALSE
141,ApplyWeb State Service,ss,,MyApply,Phoenix Rising,FALSE
142,Student Application Tracker (SAT),sat,,SAT - Student Application Tracker,Avatars,TRUE
143,SAMS Gateway,samsgw,,SAMS - Student Attendance Monitoring System,Winterfell Wolves,TRUE
144,Student Confirmations,sconf,,Message Center,Premium,FALSE
145,Student Letters,slet,,Letter Center,Premium,FALSE
146,Student Processing Report (SPR),spr,,Student Processing Report (SPR),Philomaths,FALSE
147,Student Program Summary,sps,,Program,Premium,FALSE
148,Student Scheduling System (S3),s3ear,,S3 - Student Scheduling System,Philomaths,TRUE
150,Support Workbench,supportwb,,Support Workbench,Philomaths,TRUE
151,Tool for Emergency Roster Change (TERC),terc,,Tool For Emergency Roster Change (TERC),Premium,FALSE
152,Transcript Request,treq,,Equity Award Admin,Premium,FALSE
154,University Library,ulib,,University Library,Winterfell Wolves,FALSE
157,View Approved Courses,vac,,FAResources,Premium,FALSE
158,Academic Catalog,accat,,Academic Catalog,Premium,FALSE
162,WinExport,winexp,,AW Forms,404's,TRUE
166,My Workshops,myworkshop,,Workshops,Premium,FALSE
167,WritePoint,wp,,eCampus Classroom Services,Premium,FALSE
170,IM Chat Web Client (PETs Chat),pets_chat,,PETS Chat,Premium,FALSE
171,UI Platform Core API,webcms_core_api,,UI Platform Core,Premium,TRUE
172,Media Library API,medialibrary_api,,Library Pages,Premium,TRUE
174,Media Library UI,medialibrary_ui,,Library Pages,Premium,TRUE
178,Profile Editor UI,profile_editor_ui,,Profile Editor,Premium,FALSE
180,Portal Enhancement Project (PEP),pep,,Portal Enhancement Project (PEP),Premium,TRUE
181,Profile Editor API,profile_editor_api,,Profile Editor,Premium,TRUE
182,PETS Email UI,pets_email_ui,,PETS Email,Premium,FALSE
183,PETS Email API,pets_email_api,,PETS Email,Premium,TRUE
184,Library & Materials API,materials_api,,Classroom Materials,Winterfell Wolves,FALSE
185,Library & Materials UI,materials_ui,,Classroom Materials,Winterfell Wolves,TRUE
186,Subversion (Config1),subversionconfig1,,Subversion,Dynamites,FALSE
189,Discussion Services,discussionservices,,OLS3,Winterfell Wolves,FALSE
192,PhoenixConnect,community,,Community,Premium,TRUE
195,eBooks PPDF Handler,ppdfhadler,,eBook,Winterfell Wolves,FALSE
196,Apollo Signed Enterprise Library,signedlibrary,,Apollo Signed Enterprise Library,Winterfell Wolves,FALSE
197,eBooks Protected PDF,protectedpdf,,eBook,Winterfell Wolves,FALSE
198,eBooks VitriumEIP,vitrium,,eBook,Winterfell Wolves,FALSE
199,eBooks LCMSImageHandler,lcmsimagehandler,,eBook,Winterfell Wolves,FALSE
201,eBooks Library2,ebookslibrary2,,eBook,Winterfell Wolves,FALSE
202,eBooks Web Skins,ebookswebskins,,eBook,Winterfell Wolves,FALSE
203,eBooks Menus,ebooksmenus,,Apollo Menus (eCampus Service),Premium,FALSE
204,Menu,menu,,Apollo Menus (eCampus Service),Premium,FALSE
205,Hudsucker,hudsucker,,Portal,Premium,FALSE
206,Apollo Identity (client),apolloidentity,,Apollo Identity,Premium,TRUE
211,AXIS,axis,,Apollo Extranet Identity Systems (AXIS),Premium,TRUE
212,ActiveMQ,activemq,,Middleware Services,Bank Roller$,FALSE
222,Domain Services Academics SIMP,acad_simp,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
223,ADSMS,adsms,,Governance,Philomaths,TRUE
225,SSO (Old - Not in Use),apollo_key_server,,Single Sign-On (SSO),Skynet,FALSE
226,Apollo Menus,apollo_menus,,Apollo Menus (eCampus Service),Premium,FALSE
227,Client Library,client_library,,eCampus Legacy,Premium,FALSE
228,Classroom Operations Management (COM),com,,Classroom Operations Management (COM),Premium,FALSE
240,Mobile SIMP,mobilesimp,,Mobile Services,Winterfell Wolves,TRUE
242,Discussion Request,discuss_request,,OLS3,Winterfell Wolves,FALSE
244,Preference SIMP,preferencesimp,0244,Preference Microservice,Philomaths,TRUE
246,Static Assets,static_assets,,Static Assets,Premium,FALSE
247,Static Assets AWSkins,static_asset_awskins,,Static Assets,Premium,FALSE
251,Task Engine,taskengine,,Governance,Philomaths,FALSE
253,Horizontal Services Virus Scan,virusscan,,AdminConsole,Winterfell Wolves,FALSE
257,Service Depot,servicedepot,,Service Depot,Avatars,TRUE
259,Messaging,mesg,,Platform Services,Fundits,FALSE
261,Galaxy SIMP,galaxysimp,,Profile Services,Avatars,TRUE
262,Profile SIMP2,profilesimp2,,Profile Services,Avatars,TRUE
263,Horizontal Services Document Management (DMGS),dmgs,,AdminConsole,Winterfell Wolves,FALSE
264,InitiateHA (Identity Management),initiateha,,Profile Services,Avatars,TRUE
267,University Library EZProxy,ulibezp,,University Library,Winterfell Wolves,FALSE
268,SOA External,soa,,Service-Oriented Architecture (SOA),Bank Roller$,FALSE
270,CAS - External (CAS2),cas2,,Single Sign-On (SSO),Skynet,TRUE
271,Email Service,email_service,,UCP Genesys,Advantage Squad,TRUE
272,EmailService_v2,email_service_v2,,Email Relay,Premium,TRUE
273,Password Reset Service,passwd_service,,Change Password,Premium,FALSE
282,Equity Award Admin,EqAA,,Equity Award Admin,Premium,FALSE
284,AXISVerify,AXISVerify,,Apollo Extranet Identity Systems (AXIS),Premium,FALSE
285,ScheduleGradesWS,sgws,,Schedule and Grades,Premium,FALSE
287,BossWebService,bossws,,Binary Object Storage System (BOSS),Premium,FALSE
288,LCMSWebService,lcmsws,,Learning Content Management System (LCMS),Premium,FALSE
289,AXIS.ADVerify,axisadv,,Apollo Extranet Identity Systems (AXIS),Premium,FALSE
290,Message Center Monitor,mcm,,Message Center,Premium,FALSE
291,LCMSWindowsService,lcmswindowsservice,,Learning Content Management System (LCMS),Premium,FALSE
292,Student 1098T,1098t,,1098T,Capital Gain$,FALSE
296,Classroom Services,classroom_services,,eCampus Classroom Services,Premium,TRUE
298,Material Handler,MaterialHandler,,Classroom Materials,Winterfell Wolves,FALSE
301,FAResources,fa_resources,,FAResources,Premium,TRUE
302,LogonEvents,logon_events,,FAResources,Premium,FALSE
303,Faculty Lounges - FAResources,flfar,,FAResources,Premium,FALSE
304,FAAccount,faaccount,,FAAccount,Premium,FALSE
306,Prior Learning Assessment Center (PLAC) - Student,plac_student,,Prior Learning Assessment Center (PLAC) & Admin,Premium,FALSE
307,AWForms Rules Webservice,awfrws,,AW Forms,404's,TRUE
309,Faculty Training,FacTr,,FAResources,Premium,FALSE
310,ASAP WCF Service,ASAPwsvc,,eCampus Classroom Services,Premium,FALSE
311,ESignature,esig,,ESignature,404's,TRUE
313,Unused Publisher,unused2,,WebCMS,Premium,FALSE
314,Unused Author,unused,,WebCMS,Premium,FALSE
315,Student Scheduling Systems (S3) RB,s3rb,,S3 - Student Scheduling System,Philomaths,TRUE
316,Media Library OSGI Authoring Bundles,mediacms_auth_bundle,,Library Pages,Premium,FALSE
317,Media Library OSGI Publisher Bundles,mediacms_pub_bundle,,Library Pages,Premium,FALSE
318,SAMS Web,samsweb,,SAMS - Student Attendance Monitoring System,Winterfell Wolves,FALSE
321,IM Chat Proxy,imchatproxy,,PETS Chat,Premium,TRUE
322,IM Chat ejabberd,imchatejabberd,,PETS Chat,Premium,TRUE
323,IM Chat Memcached,imchatmemcached,,PETS Chat,Premium,TRUE
324,PETS Dock,pets_dock,,PETS Dock,Premium,FALSE
327,Domain Services - Alumni,alumni,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
328,Domain Services - Organization,organization,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
329,Domain Services - Enrollment,enrollment,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
330,UI Platform Portal UI,webcms_portal_ui,,UI Platform Core,Premium,TRUE
333,Domain Services - PetsEmail,pets_email_simp,,PETS Email,Premium,TRUE
339,Domain Services Classroom,dsclassroom,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
342,Horizontal Services McAfee Web Gateway,hsmcafeegw,,AdminConsole,Winterfell Wolves,FALSE
343,Horizontal Services Memcached,hsmemcached,,Horizontal service,Advantage Squad,TRUE
344,Mobile CDS,mobilecds,,Mobile Services,Winterfell Wolves,TRUE
345,Horizontal Services Voldemort UtilitySvcs,hsvoldemortu,,AdminConsole,Winterfell Wolves,FALSE
346,Horizontal Services Guvnor,hsguvnor,,Horizontal service,Advantage Squad,FALSE
348,Template Editor,template_editor,,Faculty Center,Philomaths,FALSE
349,Native Client Framework - Core,cf_core_javascript,,WebCMS Author,Premium,FALSE
356,ADS_SOA,ads_soa,,Service-Oriented Architecture (SOA),Bank Roller$,FALSE
359,Business Knowledge Service,Bkmgs,,Horizontal service,Advantage Squad,TRUE
361,Classroom - AssessmentSubmissionPersistence,assessmentSubPers,,classroom,Winterfell Wolves,FALSE
364,New Relic,newrelic,,New Relic,Dynamites,TRUE
371,Domain Services - Faculty,Faculty,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
372,Domain Services - Marketing,Marketing,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
373,Domain Services - Prospect,Prospect,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
374,Domain Services - Social,Social,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
375,Domain Services - Student,student,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
376,New Classroom - Classroom Service,classroom_service,,classroom,Winterfell Wolves,TRUE
377,New Classroom - Roster Profile Service,classroom_roster,,classroom,Winterfell Wolves,FALSE
379,ADC Profile,adc_profile,,Profile Services,Avatars,FALSE
380,Search,search,,MediaCMS,Premium,FALSE
381,PETS Help UI,petshelp,,PETS Help,Premium,TRUE
382,UI Platform Devo UI,webcms_devo_ui,,UI Platform Core,Premium,FALSE
384,Classroom5 - Assessments Service[defunct],assessments_service,,classroom,Winterfell Wolves,FALSE
385,Classroom5 - Faculty Dashboard[defunct],faculty_db_service,,classroom,Winterfell Wolves,FALSE
386,Classroom5 - Syllabus service[defunct],syllabus_service,,classroom,Winterfell Wolves,FALSE
387,New Classroom - c5 Instrumentation,c5_instrumentation,,classroom,Winterfell Wolves,TRUE
388,New Classroom - Virtual Repo,c5_virtual_repo,,classroom,Winterfell Wolves,FALSE
389,Classroom5 - Class Build service[defunct],classbuild_service,,classroom,Winterfell Wolves,FALSE
390,New Classroom - Discussions service,discussions_service,,classroom,Winterfell Wolves,TRUE
391,New Classroom - Format service,format_service,,classroom,Winterfell Wolves,TRUE
392,Classroom5 - Front End Load Balancing,classroom_fe_lb,,classroom,Winterfell Wolves,FALSE
393,New Classroom - Riak LevelDB,classroom_riak_leveldb,,classroom,Winterfell Wolves,TRUE
394,Classroom5 - Cognero Service,cognero_service,,classroom,Winterfell Wolves,FALSE
395,Classroom5 - Mid Tier Load Balancing,classroom_mt_lb,,classroom,Winterfell Wolves,FALSE
399,UI Platform Activitystream UI,activity_stream_ui,,Activity Stream,Premium,TRUE
403,Classroom5 - ALE Faculty Dashboard[defunct],ale_fac_dashboard,,classroom,Winterfell Wolves,FALSE
404,New Classroom - ALE Content Repository,ale_content_repo,,classroom,Winterfell Wolves,TRUE
405,New Classroom - Assessments V2,assessments_v2,,classroom,Winterfell Wolves,FALSE
406,New Classroom - Assignments Service,assignments_service,,classroom,Winterfell Wolves,TRUE
408,Classroom5 - Format Author Tool[defunct],format_author,,classroom,Winterfell Wolves,FALSE
409,New Classroom - Data Viewer,data_viewer,,classroom,Winterfell Wolves,FALSE
410,New Classroom - ICE PDF,ice_pdf,,classroom,Winterfell Wolves,TRUE
411,New Classroom - Syllabus V2,syllabus_v2,,classroom,Winterfell Wolves,FALSE
415,Activity Streams Service,activity,,Activity Streams,Premium,TRUE
419,New Classroom - Authorization,auth_service,,classroom,Winterfell Wolves,FALSE
420,Authorization,authz,,Platform Services,Fundits,TRUE
421,Domain Services - Analytics,analytics,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
424,Classroom IM Proxy,classroom_proxy,,PETS Chat,Premium,FALSE
428,PETS Help API,helppet_api,,PETS Help,Premium,TRUE
429,Faculty Dashboard,faculty_dashboard,,classroom,Winterfell Wolves,FALSE
430,UI Platform Devo API,webcms_devo_api,,UI Platform Core,Premium,FALSE
432,UI Platform Activitystream API,activity_stream_api,,Activity Stream,Premium,TRUE
434,Service Depot XSL Profile,xsl_profile,,Profile Services,Avatars,FALSE
435,Service Depot XSL Activitystream,xsl_activity,,Service Depot,Avatars,FALSE
436,Service Depot XSL Facultydashboard,xsl_facultydashboard,,Service Depot,Avatars,FALSE
437,Service Depot XSL ProfileVerification,xsl_profile_verify,,Service Depot,Avatars,FALSE
438,Service Depot XSL Prospect,xsl_prospect,,Service Depot,Avatars,FALSE
439,Messaging Lossy,mesg_lossy,,Platform Services,Fundits,FALSE
441,Heliopolis Dashboard (quick links),heliopolis,,Heliopolis Dashboard,Cloud Ninjas,FALSE
442,Student Verification Process,svapp,,Student Verification Process (SVP),Philomaths,FALSE
443,Service Depot XSL Common,xsl_common,,Service Depot,Avatars,FALSE
444,Keyserver Voldemort Apollo,keyserver_voldemort,,Single Sign-On (SSO),Skynet,FALSE
445,Service Depot Contracts,service_contracts,,Service Depot,Avatars,FALSE
446,BKS Repository,bks_repository,,Horizontal service,Advantage Squad,FALSE
448,Service Depot XSL EmployerAgreement,xsl_eav,,Service Depot,Avatars,FALSE
450,Site Management,sitemanagement,,Site Management,Philomaths,TRUE
452,eXp/Documentum Content,expdoccon,,eXp/Documentum,404's,TRUE
453,eXp/Documentum - Reporting Services,exprpt,,eXp/Documentum,404's,FALSE
454,eXp/Documentum - Web Services - Business,DocCodeRules,,eXp/Documentum,404's,TRUE
455,eXp/Documentum - Socket Importer,expsoc,,eXp/Documentum,404's,FALSE
458,eXp/Documentum - Doc Importers,docimport,,eXp/Documentum,404's,TRUE
459,eXp/Documentum - Fax Importers,faximport,,eXp/Documentum,404's,FALSE
468,Service Depot XSL Student,xsl_student,,Service Depot,Avatars,FALSE
469,Student Scheduling Systems (S3) FCS,s3fcs,,S3 - Student Scheduling System,Philomaths,TRUE
477,Service Depot XSL Academics,xsl_academics,,Service Depot,Avatars,FALSE
478,PETS Calendar API,pets_calendar_api,,PETS Calendar,Premium,TRUE
479,Routing Configuration Deployer,RCD,,Platform Services,Fundits,TRUE
482,New Classroom - ALE Tutor Service,ale_tutor_service,,classroom,Winterfell Wolves,TRUE
483,New Classroom - ALE Metadata Service,ale_metadata_service,,classroom,Winterfell Wolves,TRUE
485,New Classroom - ALE Tutor Assessment,ale_tutor_assessment,,classroom,Winterfell Wolves,TRUE
486,Service Depot XSL Faculty,xsl_faculty,,Service Depot,Avatars,FALSE
487,Routing Configuration For Core Team,routing_config_core,,Platform Services,Fundits,TRUE
488,Socket Importer,socketimporter,,eXp/Documentum,404's,FALSE
489,Routing Configuration for Profile Editor,rcd_profileeditor,,Profile - global,Avatars,FALSE
490,Service Depot XSL Horizontal,xsl_horizontal,,Horizontal service,Advantage Squad,FALSE
491,MarkLogic,marklogic,,classroom,Winterfell Wolves,FALSE
493,Domain Services - PetsCalendar,pets_calendar_simp,,PETS Calendar,Premium,TRUE
494,PETS Calendar UI,pets_calendar_ui,,PETS Calendar,Premium,FALSE
496,New Classroom - Provisioning,classroom_provision,,classroom,Winterfell Wolves,FALSE
497,Media Conversion Bundle,conversion_bundle,,Equity Award Admin,Premium,FALSE
507,PeopleSoft HCM,hcm,,MyHR,High Roller$,TRUE
508,PeopleSoft ELM,el,,MyHR,High Roller$,FALSE
512,Horizontal Services Document Management Exp (DMGSE),dmgse,,AdminConsole,Winterfell Wolves,FALSE
514,Agile Statistics,agile_statistics,,Heliopolis Dashboard,Cloud Ninjas,FALSE
515,Call Tracking,call_tracking,,Heliopolis Dashboard,Cloud Ninjas,FALSE
516,Code Statistics,code_statistics,,Heliopolis Dashboard,Cloud Ninjas,FALSE
517,DDR,ddr,,Heliopolis Dashboard,Cloud Ninjas,FALSE
520,Impact Logger,impact_logger,,Heliopolis Dashboard,Cloud Ninjas,FALSE
522,Measurements,measurements,,Heliopolis Dashboard,Cloud Ninjas,FALSE
523,Quality Center Statistics,qc_statistics,,Heliopolis Dashboard,Cloud Ninjas,FALSE
532,Service Contract: Activity Stream,activity_contracts,,Service Depot,Avatars,FALSE
533,Service Depot XSL Friend,xsl_friend,,Service Depot,Avatars,FALSE
535,User Provisioning SIMP,upsimp,,Shared Domain Services,Firebird,TRUE
536,UI Platform Tenant API,webcms_tsds_api,,Tenant,Premium,TRUE
541,Service Depot XSL Notification,xsl_notification,,Service Depot,Avatars,FALSE
542,Productivity Domain - User Provisioning - PDUP,pdup,,PDUP,Premium,TRUE
543,Campus College Content (CCC),ccc,,eCampus/Campus Pages,Premium,FALSE
545,Service Contract: Access Manager,am_contracts,,Service Depot,Avatars,FALSE
546,eXp/Documentum - PDF Converter,exppdfconverter,,eXp/Documentum,404's,FALSE
547,Tenant Specific UI (UOP UI),webcms_uop_ui,,Tenant,Premium,TRUE
550,Service Depot XSL Opportunity,xsl_opportunity,,Service Depot,Avatars,FALSE
551,Service Contract: Business Knowledge Service,bks_contracts,,Service Depot,Avatars,FALSE
552,Service Contract: Virus Scan,virusscan_contracts,,Service Depot,Avatars,FALSE
553,Service Contract: Authorization,authz_contracts,,Service Depot,Avatars,FALSE
555,Service Contract: Friend Service,friend_contracts,,Service Depot,Avatars,FALSE
556,Service Contract: Common Contracts,common_contracts,,Service Depot,Avatars,FALSE
560,Service Contract: MCDS,mcds_contracts,,Mobile Services,Winterfell Wolves,FALSE
561,PETS Bootstrapper,pets_bootstrapper,,PETS Chat,Premium,FALSE
562,Pets Chat,petschat,,PETS Chat,Premium,FALSE
563,Native Client Framework - Caching,ncf_cache_engine,,WebCMS Author,Premium,FALSE
564,Native Client Framework - Third Party,ncf_third_party,,WebCMS Author,Premium,FALSE
566,User Attribute Engine,uaengine,,Equity Award Admin,Premium,FALSE
567,Service Contract: Messaging,messaging_contracts,,Service Depot,Avatars,FALSE
568,Native Client Framework - Bess-Deprecated,ncf_bess,,WebCMS Author,Premium,FALSE
570,Student Service,studentservice,,Student Verification Process (SVP),Philomaths,TRUE
572,Native Client Framework - Logging,ncf_logging,,WebCMS Author,Premium,FALSE
573,Native Client Framework - Messaging,ncf_messaging,,WebCMS Author,Premium,FALSE
574,Service Depot XSL Student Program,xsl_studentprogram,,Service Depot,Avatars,FALSE
579,Pets IM CDS,pets_im,,PETS Chat,Premium,TRUE
580,Administration Console,adminconsole,,AdminConsole,Winterfell Wolves,TRUE
581,Service Contract: Organization,org_contracts,,Service Depot,Avatars,FALSE
582,Campus Pages,cpages,,eCampus/Campus Pages,Premium,FALSE
583,MCPlugin,mcp,,Message Center,Premium,FALSE
585,Service Contract: Notification Service,notification_contra,,Service Depot,Avatars,FALSE
586,Workshop Admin,workshopadmin,,Workshops,Premium,FALSE
590,ClassOps Work Bench (CWB) - Service,CWBService,,CWB - ClassOps WorkBench,Premium,FALSE
593,OLS3 Request,OLS3Request,,CWB - ClassOps WorkBench,Premium,FALSE
594,Sams Attendance,SAMSattnd,,SAMS - Student Attendance Monitoring System,Winterfell Wolves,FALSE
595,TScan,tscan,,TScan,Premium,FALSE
596,Service Depot XSL Organization,xsl_organization,,Service Depot,Avatars,FALSE
597,OlAdmin,oladmin,,Equity Award Admin,Premium,FALSE
598,Platform Memcache,platform_memcache,,Platform Services,Fundits,TRUE
600,Open LDAP,openldap,,Equity Award Admin,Premium,FALSE
601,Program & Curriculum REST Simp,pc_rs,,Platform Academic Services,Winterfell Wolves,TRUE
602,SAMS OLSRepository,olsrepository,,SAMS - Student Attendance Monitoring System,Winterfell Wolves,FALSE
603,Academics UOP REST Simp,uop_ac_rs,,Platform Academic Services,Winterfell Wolves,TRUE
605,Organization Service Rest SIMP,organizationservice,,Organizations Microservice,Philomaths,TRUE
607,Outcome Service,outcomeservice,,Platform Academic Services,Winterfell Wolves,TRUE
608,Service Contract: Company Contracts,company_contracts,,Service Depot,Avatars,FALSE
609,Native Client Framework - Templating,ncf_templating,,WebCMS Author,Premium,FALSE
613,Cloud Statistics,cloud_statistics,,Heliopolis Dashboard,Cloud Ninjas,FALSE
614,Self Service,self_service,,Heliopolis Dashboard,Cloud Ninjas,FALSE
615,SVN Self Service,scm_self_service,,SVN Self Service,Cloud Ninjas,FALSE
617,Service Contract: PetsCalendar,calendar_contracts,,PETS Calendar,Premium,FALSE
618,Bamboo Build Agent Windows,bamboowin,BARB,Bamboo,Dynamites,TRUE
619,Bamboo Build Agent Linux,bamboolinux,barb,Bamboo,Dynamites,TRUE
620,Clover,clover,,Bamboo,Dynamites,FALSE
621,NCover,ncover,,Bamboo,Dynamites,FALSE
623,Native Client Framework - Connectors,ncf_connectors,,WebCMS Author,Premium,FALSE
624,New Classroom - Activity Repository,activity_repository,,classroom,Winterfell Wolves,FALSE
625,New Classroom - ALE Socratic Tree,ale_socratic_tree,,classroom,Winterfell Wolves,TRUE
626,New Classroom - ALE TFA Builder,ale_tfa_builder,,classroom,Winterfell Wolves,FALSE
627,New Classroom - Auth Service V2,auth_service_v2,,classroom,Winterfell Wolves,TRUE
628,New Classroom - BLTI V3,blti_v3,,classroom,Winterfell Wolves,TRUE
629,New Classroom - Curriculum,curriculum,,classroom,Winterfell Wolves,TRUE
630,New Classroom - Grading,grading,,classroom,Winterfell Wolves,TRUE
